years_since_founded,funding_rounds,funding_total_usd,milestones,has_invested_other_companies,description,last_raised_amount_usd,last_funding_participants_cnt,category_code,last_funding_round_type,is_ipo_or_acquired
1.0,2,2250000.0,2.0,0,"Acquires play140, LLC Engaged MZ Group for Investor Relations Engages AllDigital and Rhythm Interactive Engages Kemper Lesnik as Sports Marketing Agency and Public Relations Firm Oomba Broadcasts 2013 Speedgolf World Championship Live on Oomba.tv Oomba.tv Produces Successful Webcast of Speedgolf World Championship at Bandon Dunes Golf Resort",1250000.0,4,games_video,other,0
6.0,7,122000000.0,4.0,0,"Ooyala Accelerates Entry into Japanese Market with Localized Video Publishing Platform
 Ooyala Launches New â€˜TV Everywhereâ€™ Platform with Integrated Paywall Authentication
 Ooyala Launches Video Solution for the iPad
 Ooyala Reports Record Revenue Growth In Q1
 Ooyala Announces Online Video Solution Built On Microsoft Silverlight
 Ooyala Moves To Cassandra For Next Generation Video Analytics 
 HowTo.tv in Interactive Video Partnership with Ooyala",1500000.0,1,analytics,series-a,1
2.0,1,2000000.0,2.0,0,nan,2000000.0,0,mobile,series-a,0
1.0,1,35265.0,3.0,0,"Shipped Version 1.0 of Product Shipped version 2.0 of product.  Create listing pages, share them on Facebook and auto notify clients of price drops.",35265.0,0,mobile,angel,1
0.0,1,,2.0,0,nan,,9,ecommerce,angel,0
5.0,4,1100000.0,1.0,0,nan nan nan,,1,web,angel,0
,1,140000.0,1.0,0,nan,140000.0,0,software,venture,0
0.0,4,9600063.0,2.0,0,nan,,1,ecommerce,angel,0
3.0,1,,1.0,0,nan,,2,software,angel,0
,1,11000000.0,,0,nan,11000000.0,4,software,series-b,0
7.0,4,16260000.0,3.0,0,OpenDNS Founder David Ulevitch Takes Back Reins As CEO OpenDNS Now Serving 30 Million Customers,2500000.0,1,security,series-a,1
5.0,1,,2.0,0,Launched Free Public Beta Folder sharing with other OpenDrive users Online synchronization of computer files with Opendrive Play music and movies directly from OpenDrive,,0,software,angel,0
1.0,6,760000.0,2.0,0,nan,80000.0,3,mobile,angel,0
,1,100000.0,,0,nan,100000.0,1,web,angel,0
6.0,2,1250000.0,,0,nan,,1,web,venture,1
3.0,4,31200000.0,3.0,0,Launched Optimizely.com Reached cash-flow positive,,1,software,angel,0
,1,500000.0,,0,nan,500000.0,2,web,series-a,0
8.0,4,39800000.0,2.0,0,nan,800000.0,1,mobile,series-a,0
0.0,1,500000.0,2.0,0,Orbit 2.0 Social Phone Book Launches,500000.0,3,mobile,angel,0
9.0,1,4000000.0,1.0,0,nan,4000000.0,1,software,series-a,0
2.0,1,100000.0,1.0,0,nan,100000.0,1,ecommerce,angel,0
3.0,1,3900000.0,2.0,0,nan,3900000.0,7,mobile,series-a,0
,1,9300000.0,3.0,0,"Origami Logic Hires Scott Jones, Former Responsys GM, as VP of Marketing",9300000.0,2,analytics,series-a,0
3.0,1,3000000.0,1.0,0,nan,3000000.0,2,search,series-a,0
2.0,1,20000.0,,0,nan,20000.0,0,social,other,0
3.0,1,832500.0,,0,nan,832500.0,0,software,venture,0
1.0,1,,1.0,0,nan,,0,mobile,angel,0
5.0,1,285000.0,1.0,0,nan,285000.0,0,web,other,0
,1,6300000.0,1.0,0,nan,6300000.0,3,web,series-a,0
2.0,6,892000.0,2.0,0,nan,,0,analytics,other,0
1.0,2,23600000.0,3.0,0,"OUYA Launches $1M ï¿?Free The Gamesï¿? Fund, Will Match Kickstarter Funds For OUYA-Bound Games",8600000.0,0,games_video,crowdfunding,1
3.0,6,4536500.0,1.0,0,nan,971000.0,0,mobile,venture,0
12.0,2,210000000.0,3.0,0,"Co-Presidents Debra Domeyer and Scott Morrow have been promoted to Co-CEOs and will also hold seats on the Board of Directors.   Oversee.net has sold its Moniker and SnapNames domain aftermarket and registrar business units to KeyDrive S.A. based in Luxembourg.
 Debra Domeyer Appointed CEO",60000000.0,1,web,other,0
6.0,2,7975241.0,3.0,0,OVGuide named one of Time Magazine's Top 10 Everything 2006 Web Sites comScore ranks OVGuide.com Third-Fastest Growing Web Property in the US Unveils search engine that combines technology and human editorial to find the most relevant online video search results on the Web,5000000.0,1,games_video,series-a,0
2.0,2,300000.0,1.0,0,nan,100000.0,0,mobile,angel,0
2.0,1,1100000.0,,0,nan,1100000.0,4,mobile,angel,0
2.0,1,1250000.0,2.0,0,ShopSquad's CEO Explains Their Personal Shopper Network,1250000.0,5,ecommerce,angel,0
2.0,1,,2.0,0,P4RC Adds David Helgason to Board of Directors P4RC Expands Team with Michael Rubinelli as President,,3,games_video,series-a,0
5.0,4,1521430.0,,0,nan,1312264.0,0,ecommerce,venture,0
10.0,4,2797295.0,2.0,0,"Packet Design acquired by Lone Rock Technology Group, an Austin, Texas-based private equity firm. Terms of the deal were not disclosed.",1216137.0,0,software,other,0
7.0,1,5500000.0,1.0,0,nan,5500000.0,1,software,series-a,1
5.0,1,,1.0,0,nan,,2,web,angel,0
5.0,1,13268686.0,,0,nan,13268686.0,0,search,private-equity,0
6.0,4,47000000.0,3.0,0,"Pageonce surpasses 4 million users Pageonce hires VP of Marketing, Daniel Kjellen",1500000.0,2,mobile,series-a,1
4.0,2,12600000.0,2.0,0,nan,1900000.0,2,mobile,series-a,0
9.0,3,18500000.0,1.0,0,nan,5000000.0,3,security,series-a,0
9.0,10,605008017.0,3.0,0,nan,,1,analytics,angel,0
7.0,5,39000000.0,2.0,0,nan,5000000.0,2,software,series-a,1
0.0,1,,,0,nan,,0,games_video,series-a,0
0.0,3,1872500.0,2.0,0,Exited MuckerLab accelerator Panjo releases iOS app,147500.0,0,ecommerce,venture,0
7.0,3,38000000.0,,0,nan,12000000.0,3,software,series-a,0
12.0,2,10019869.0,1.0,0,nan,6000000.0,1,software,series-a,0
5.0,4,58000000.0,1.0,0,nan,6000000.0,0,software,series-a,0
5.0,2,22000000.0,3.0,0,Papaya reaches 25 million users,4000000.0,1,games_video,series-a,0
0.0,1,2000000.0,,0,nan,2000000.0,3,web,series-a,0
,2,,1.0,0,nan,,1,analytics,series-a,0
5.0,2,,2.0,0,nan,,2,mobile,series-a,1
9.0,2,4235122.0,1.0,0,nan,4000000.0,0,games_video,venture,0
1.0,1,5000000.0,1.0,0,nan,5000000.0,0,web,series-a,0
1.0,2,1061000.0,1.0,0,PassionTag hires Thomas Moewe as CEO PassionTag hires Thomas Moewe as CEO PassionTag launches in-image digital marketing platform PassionTag launches in-image digital marketing platform PassionTag Launches Turnkey Branded Photo Networking Platform to Drive Customer Engagement PassionTag Launches Turnkey Branded Photo Networking Platform to Drive Customer Engagement,500000.0,0,web,angel,0
1.0,1,6000000.0,3.0,0,PasswordBox Passes 1M+ Registered Users Passwordbox Acquires Digital Afterlife Service Legacy Locker,6000000.0,4,security,series-a,1
3.0,3,43339867.0,3.0,0,"Google Tried To Buy Path For $100+ Million. Path Said No. Red-Hot Path Is Still On A Tear, Soars To 2 Million Users Britney Spears Gets On Path, Which Is Raising Up To $30M At A $250M Valuation Path Added Richard Branson from Virgin Group as an Investor: Path Is On The Path To New Funding, Approaching $1B Valuation Path Is Raising $50M At A $500M Valuation, Still Looking For A Lead Investor",2500000.0,28,mobile,series-a,1
14.0,1,2000000.0,1.0,0,nan,2000000.0,5,software,venture,0
1.0,1,,1.0,0,nan,,1,software,venture,0
11.0,4,62457523.0,2.0,0,Appoints new president and COO,30000000.0,7,mobile,series-b,0
0.0,1,2100000.0,1.0,0,nan,2100000.0,9,web,series-a,0
0.0,3,3625000.0,1.0,0,nan,425000.0,0,mobile,angel,0
,1,1350000.0,2.0,0,nan,1350000.0,4,ecommerce,angel,0
13.0,1,14500000.0,,0,nan,14500000.0,4,software,venture,1
13.0,1,7000000.0,1.0,0,nan,7000000.0,0,ecommerce,venture,0
4.0,5,36500000.0,2.0,0,nan,3000000.0,5,ecommerce,series-a,0
1.0,1,,1.0,0,nan,,1,mobile,angel,0
1.0,1,700000.0,1.0,0,nan,700000.0,2,software,angel,0
6.0,3,14500000.0,2.0,0,"Brightpearl selected for Seedcamp week 2009

NB. Brightpearl was formerly known as Pearl Software Brightpearl announces hire of new CEO. 

A high profile Silicon Valley entrepreneur has shunned a return to the US in favour of becoming CEO of a Bristol-based business software company Brightpearl.",1500000.0,0,web,series-a,0
0.0,1,325000.0,,0,nan,325000.0,0,software,venture,0
,1,1370000.0,1.0,0,nan,1370000.0,5,web,angel,0
4.0,2,16700000.0,2.0,0,nan,,1,games_video,angel,0
5.0,5,37000000.0,3.0,0,"Pelican Imaging Unveils Revolutionary Approach to Smartphone Cameras, Announces Three Technical Advisory Board Members",7000000.0,2,software,series-a,0
4.0,1,500000.0,1.0,0,nan,500000.0,0,software,angel,0
15.0,5,16330000.0,1.0,0,nan,1720000.0,3,software,series-a,1
,1,10000000.0,,0,nan,10000000.0,1,ecommerce,venture,0
1.0,1,499995.0,,0,nan,499995.0,0,mobile,angel,0
3.0,2,1164000.0,1.0,0,nan,989000.0,2,web,venture,0
6.0,3,30600000.0,2.0,0,nan,15600000.0,4,software,series-a,1
,1,7000000.0,,0,nan,7000000.0,0,software,venture,0
1.0,1,2500000.0,,0,nan,2500000.0,0,software,other,0
0.0,1,20000.0,2.0,0,nan,20000.0,1,ecommerce,angel,0
1.0,2,4500000.0,2.0,0,Launched,500000.0,1,social,angel,1
10.0,1,,,0,nan,,2,ecommerce,private-equity,0
9.0,1,5000000.0,1.0,0,nan,5000000.0,1,software,venture,0
1.0,1,100000.0,,0,nan,100000.0,1,mobile,angel,0
4.0,1,1000000.0,1.0,0,Founded,1000000.0,4,mobile,angel,0
7.0,2,2060000.0,4.0,0,Announced new mobile application - Streamzoo,560000.0,1,web,series-a,0
1.0,5,475500.0,,0,nan,55500.0,0,ecommerce,angel,0
,3,2175000.0,,0,nan,125000.0,0,mobile,other,0
4.0,4,8380000.0,3.0,0,"Featured in prime-time national TV commercial by Apple Featured in prime-time national TV commercial by Discovery Channel Runner Up - Best Smartphone App of 2010 - MythBusters iPhone Mobile Experience Best Tablet App of 2010 - MythBusters iPad Mobile Experience Won 2011 People's Choice Webby Award - MythBusters iPad Mobile Experience Won 2011 People's Choice Webby Award - Petfinder iPhone Mobile Experience 10,000,000,000 Minutes of PRAISE(TM) Usage Open Letter to Facebook",,0,mobile,series-a,0
,1,6600000.0,,0,nan,6600000.0,1,software,series-a,0
7.0,2,2950000.0,2.0,0,nan,1950000.0,2,ecommerce,series-b,0
1.0,3,4000000.0,1.0,0,nan,1500000.0,1,ecommerce,venture,0
1.0,1,1400000.0,2.0,0,"Graduated from AngelPad Spring 2012 Class (as Dropt) Raised $1.4M from Lowercase Capital, Forerunner Ventures, Opus Capital, Steven Alan, Gary Vaynerchuk, Scott Belsky and Seth Berman",1400000.0,9,ecommerce,angel,1
,1,,1.0,0,nan,,1,web,angel,0
2.0,1,,3.0,0,nan,,1,mobile,angel,1
0.0,2,1030000.0,,0,nan,30000.0,1,web,angel,0
0.0,3,18500000.0,5.0,0,"Pingerâ€™s Textfree Exchanging 1 Billion SMS Messages A Month, 1 Million Voice Minutes A Day",3000000.0,1,messaging,series-a,0
2.0,3,2200000.0,2.0,0,First 100k downloads worldwide. Pinnatta iOS review,450000.0,5,mobile,angel,0
4.0,6,562500000.0,3.0,0,Pinterest Working On A Huge Round At A Big Valuation Pinterestï¿?s next funding round could be valued as high $2.5 billion Pinterest Gets $7.2 Million Dollar Judgement Against Cybersquatter Over 100 Domain Names Pinterest Launches Japanese Version,500000.0,10,social,angel,0
3.0,2,3400000.0,3.0,0,Estoniaâ€™s PipeDrive de-cloaks at AngelPad demo day,1000000.0,4,software,angel,0
4.0,1,2000000.0,,0,nan,2000000.0,0,software,venture,0
4.0,1,900000.0,1.0,0,nan,900000.0,0,ecommerce,angel,0
15.0,6,45585068.0,2.0,0,Total Hockey Scores Marketing Intelligence Solution from PivotLink,3500000.0,1,software,series-a,1
,1,1000000.0,,0,nan,1000000.0,1,web,series-a,0
1.0,1,3800000.0,,0,nan,3800000.0,1,mobile,series-a,0
,1,,1.0,0,nan,,1,web,series-b,0
3.0,2,300000.0,1.0,0,nan,250000.0,0,games_video,angel,0
,1,4530000.0,,0,nan,4530000.0,0,software,venture,0
1.0,1,1200000.0,1.0,0,nan,1200000.0,8,games_video,angel,0
10.0,2,7400000.0,1.0,0,nan,5400000.0,2,mobile,series-a,0
8.0,2,8000000.0,3.0,0,nan,5000000.0,3,mobile,series-b,0
3.0,1,,,0,nan,,1,web,angel,0
3.0,2,1900000.0,2.0,0,nan,500000.0,0,web,other,0
1.0,1,2800000.0,1.0,0,nan,2800000.0,9,software,series-a,0
3.0,3,5700000.0,2.0,0,nan,1200000.0,12,games_video,angel,0
3.0,4,11000000.0,3.0,0,Mangrove to invest $1.75M. Rebranded from SohoOS to Planet Soho,250000.0,0,web,angel,0
7.0,2,1820071.0,2.0,0,Appointed Philippe Benoliel as CEO,1200000.0,0,software,venture,0
,1,1100000.0,1.0,0,nan,1100000.0,9,mobile,angel,0
3.0,4,8660000.0,1.0,0,nan,3500000.0,1,web,series-a,0
7.0,4,23400000.0,2.0,0,nan,6000000.0,5,ecommerce,series-a,1
2.0,2,27200000.0,,0,nan,7200000.0,3,software,series-a,0
,1,3000000.0,,0,nan,3000000.0,1,software,series-a,0
3.0,1,1080303.0,,0,nan,1080303.0,0,games_video,angel,0
1.0,1,60000.0,1.0,0,nan,60000.0,0,mobile,angel,0
,1,1000000.0,2.0,0,nan,1000000.0,0,games_video,series-a,1
8.0,5,37720000.0,6.0,0,"Launched new game, Diner Dash 5: BOOM! Announced new CEO Announced hire of VP of Marketing Announcement of mobile publisher Launched vampire adventure game, Love & Death: Bitten Launched new iPad game, Diner Dash: Grilling Green Launched new game, Dream Chronicles: The Book of Air PlayFirst launches Facebook game, Chocolatier: Sweet Society New game announcement: Wedding Dash 4-Ever PlayFirst reported an 86% increase in active mobile game users across all its games, a 100% increase in game sessions, and a 50% increase in new users. ",5000000.0,2,games_video,series-a,1
4.0,4,9000000.0,,0,nan,,1,mobile,angel,1
3.0,2,820000.0,,0,nan,170000.0,0,games_video,angel,0
2.0,2,6500000.0,,0,nan,3700000.0,3,games_video,series-a,0
4.0,3,6000000.0,3.0,0,Playnomics' Churn Predictor tells apps when users will leave their apps.,1000000.0,3,mobile,venture,1
10.0,3,95097200.0,3.0,0,nan,9100000.0,3,games_video,series-b,0
,1,1500000.0,1.0,0,nan,1500000.0,4,games_video,venture,0
,1,1300000.0,1.0,0,nan,1300000.0,2,games_video,angel,0
3.0,1,900000.0,2.0,0,"Plex launches new Web Client and PlexPass subscription, updates Media Server Latest Plex Media Server v0.9.6.8",900000.0,0,games_video,angel,0
2.0,1,1750000.0,2.0,0,nan,1750000.0,5,mobile,series-a,0
1.0,1,1250000.0,2.0,0,nan,1250000.0,1,web,angel,0
4.0,3,30600000.0,2.0,0,nan,2100000.0,0,web,series-a,0
2.0,3,2150000.0,,0,nan,500000.0,3,mobile,angel,0
13.0,1,,,0,nan,,0,software,angel,0
6.0,2,7500000.0,3.0,0,Launched Read It Later is awarded 'Best Updated Add-on' for Firefox 3 by Mozilla in the Extend Firefox competition. Released API to public Passed 1 million user milestone iPhone / iPod Touch App Released Passes 250 apps with Read It Later integration,2500000.0,4,web,series-a,0
,2,6400000.0,1.0,0,nan,1400000.0,8,mobile,angel,0
4.0,1,5000000.0,1.0,0,nan,5000000.0,1,games_video,series-a,0
5.0,1,250000.0,,0,nan,250000.0,0,web,other,0
3.0,2,7500000.0,4.0,0,nan,5500000.0,2,games_video,series-a,0
2.0,3,5500000.0,2.0,0,PokitDok launches mobile app PokitDok wins Vator Splash 2013,1300000.0,6,mobile,angel,0
,1,1200000.0,1.0,0,nan,1200000.0,5,mobile,angel,1
14.0,2,10000000.0,1.0,0,nan,,1,mobile,venture,0
0.0,1,75000.0,,0,nan,75000.0,0,social,angel,0
5.0,1,20000.0,3.0,0,"First commit to SVN rep (don't worry, we use git now).

Poll Everywhere goes from 0 to 1.",20000.0,1,mobile,angel,0
6.0,3,22100000.0,3.0,0,nan,2500000.0,2,web,series-a,1
2.0,1,100000.0,1.0,0,nan,100000.0,0,games_video,angel,0
,1,4700000.0,2.0,0,nan,4700000.0,3,web,series-a,0
0.0,1,,,0,nan,,0,mobile,private-equity,0
1.0,1,,2.0,0,nan,,1,web,angel,0
1.0,1,500000.0,,0,nan,500000.0,0,games_video,venture,0
10.0,2,31400000.0,1.0,0,nan,13400000.0,3,software,series-c+,0
1.0,2,2582595.0,3.0,0,Postcard on the Run added Anna Kampling as Creative Marketing/Graphic Design,750000.0,1,mobile,angel,0
2.0,4,7950000.0,3.0,0,"In April 2011 Postmates launched their new Get It Now service in closed beta. Get It Now extends the Postmates delivery service with the ability to purchase goods on behalf of the user at any retail store or merchant in a city.  In December 2011 Postmates launched their first product in San Francisco. It enables anyone to ship any product within a city in under one hour. Postmates is giving away 250 boxes of Christopher Elbow artisanal chocolate, delivered for free. Postmates Introduces Blitz Pricing During High Demand Postmates launches in Washington, D.C. and launches beta version of its app for Android",750000.0,10,mobile,angel,0
1.0,1,75000.0,1.0,0,nan,75000.0,1,mobile,angel,0
3.0,2,6000000.0,3.0,0,"Announced spinout + execs Jeff Abramowitz, CEO and Andrea Peiro, VP of Product Development and Marketing PARC (Palo Alto Research Center Incorporated), a premier center for commercial innovation, and PowerCloudâ„¢ Systems, Inc. today announced the spin-out of PowerCloud Systems, which has been incubated at PARC since early 2008 and is initially focusing on o Today, PowerCloudâ„¢ Systems, Inc. announced the immediate availability of its CloudCommandâ„¢ online software platform for network equipment vendors.  With CloudCommand, vendors will bring products to market with enterprise-grade features and consumer us PowerCloud Systems Announces World's First OEM Cloud Platform for Network Vendors PowerCloud Systems' CloudCommand-Powered D-Link Access Point Earning Raves From Channel Atheros and PowerCloud Systems Collaborate to Deliver World's First WLAN Chipsets With Cloud Management Features D-Link Introduces Breakthrough Wi-Fi Cloud Solution for SMBs...Powered by CloudCommand, Online Software Platform Delivers Affordable Business-Grade Wi-Fi to Small- and Medium-Sized Businesses  The new DAP-2555 AirPremier N Dual Band, PoE Access Point powered by CloudCommand, a desktop enclosure solution, is the first to emerge from the partnership between D-Link and Palo Alto-based PowerCloud Systems, and will be sold by D-Link partners as a ma PowerCloud's CloudCommand technology and its D-Link access point are reviewed by IT Business Edge's Pau Mah, a leading analyst specializing in SMB technology When a company as integral to the wireless LAN space as Atheros endorses a new market direction, you'd do well to pay attention...A new collaboration with PowerCloud Systems opens up a lot of possibilities for the SME market and may portend things to come Cloud-based networking hardware: Coming to a wiring closet near you? PowerCloud Systems Enhances Industry's Only Cloud-Based Wi-Fi Platform for SMBs; New CloudCommand Platform Delivers More Breakthroughs in Affordable, Business-Grade Wi-Fi  Proving that the WLAN field is one where innovation is taking place at a rapid pace, at least one company has decided to take the management of APs into the cloud. PowerCloud Systems in 2010 unveiled its CloudCommand technology that the company says allow Amer Networks, a manufacturer and global distributor of networking, storage and security products, in collaboration with PowerCloudâ„¢ Systems, creator of the world's first cloud-based management platform for networking OEM companies, today announces the  Invictus Networks, a large wireless integrator and/or reseller/distributor, out of Portland, Oregon, unveiled a new line of Ubiquiti wireless access points that promise to break open the enterprise-grade market with cloud-managed, 802.11n access points un Network equipment provider ZyXEL has formed a strategic agreement with PowerCloud for cloud-based networking solutions that are aimed at the service provider and SMB market. PowerCloud has been focused on cloud-software for OEMs, so the partnership seems  ZyXEL Communications Inc., a leading provider of secure broadband networking, Internet connectivity and routing products, today announced its first product, the NWA110N-CE, in a series of CloudEnabledâ„¢ Wi-Fi solutions for small and mid-sized businesses. ZyXel Communications will debut its cloud managed networking solution for SMBs, the NWA1100N-CE 802.11n AP. The NWA1100N-CE is powered by PowerCloud's CloudCommand technology and integrates essential business hardware features such as multiple-operation m The D-Link line of Wi-Fi products powered by CloudCommand has been expanded with the DAP-3525 for outdoor deployment. CloudCommand-powered access points deliver business-grade features at consumer-friendly prices for small- and medium-sized businesses wit D-Link added a new access point to its roster of CloudCommand-powered offerings. CloudCommand by Power Cloud. Now, Loyd said, D-Link's DAP-3525 AirPremier N Dual Band Exterior PoE Access Point features CloudCommand. CloudCommand eases the deployment of wi PowerCloudâ„¢ Systems, Inc., the leading provider of cloud managed networking device software for OEMs, today announces CloudCommandâ„¢ Hotspot Edition, the first cloud-based platform specifically designed to rapidly deploy and manage custom Wi-Fi hotspot The offering is powered by PowerCloud Systems' patented CloudCommand technology. Rather than dilute enterprise-caliber, cloud-managed services for SMBs, PowerCloud Systems has designed its solutions from the ground up to meet SMBs' needs. By integrating t Interview with ZyXEL Product Manager Tri Nguyen on CloudCommand & Cloud-Managed Networking. PowerCloud Systems got two new design wins with ZyXEL's announcement of its NWA1100N-CE access point and Amer Networks' announcement of its WAP223NC Access Point for the education market. Networking vendor D-Link has announced a series of cloud managed products designed to assist in its penetration of the SMB space, part of a series of new product announcements the vendor made at Interop. PowerCloud Systems got two new design wins with ZyXEL's announcement of its NWA1100N-CE access point and Amer Networks' announcement of its WAP223NC Access Point for the education market. Cloud-based network management â€“ which is basically software driven â€“ was also the rage at Interop. PowerCloud, for example, was at the show explaining how its technology enables OEM partners to offer cloud-based management of wireless access points. MSPMentor:  PowerCloud Promotes Managed WiFi to Service Providers Free and paid WiFi hotspots continue to proliferate in coffee shops, restaurants, libraries, public settings and businesses. So how can service providers better manage and maybe even monetize all of those hotspots? PowerCloud Systems thinks it has the ans SmallCloudBuilder:  PowerCloud Systems Enables Cloud Managed Hotspots Network Computing:  PowerCloud Promises Easy, Full-Featured Wi-Fi Hotspots Network World Magazine Predicts a Bright Future for Cloud-Managed WLANs Breakthrough Cloud-Managed Networking Solution Makes Digital Classrooms a Reality for Northeastern Alabama School District Amer Networks' Breakthrough Cloud-Managed Wi-Fi Solution Brings Security, Reliability and Affordability to Laconia School District PowerCloud Systems Delivers Industry's First Multi-Tenant Cloud Management Platform for Access Points from Ubiquiti Networks and Arada Systems PowerCloud Systems & Amer Networks Announces the World's First Cloud-Managed Wi-Fi Portfolio Tailored to the Education Market ZyXEL & PowerCloud Announces Availability of Cloud-Managed Access Points",,2,software,venture,1
